Timestamp(s),trunk_Accel_X,trunk_Accel_Y,trunk_Accel_Z,trunk_Gyro_X,trunk_Gyro_Y,trunk_Gyro_Z,trunk_MAG_X,trunk_MAG_Y,trunk_MAG_Z,foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,foot_MAG_X,foot_MAG_Y,foot_MAG_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,shank_MAG_X,shank_MAG_Y,shank_MAG_Z,thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z,thigh_MAG_X,thigh_MAG_Y,thigh_MAG_Z,
177.44,-10.09,-0.43,2.13,16.69,2.06,3.00,40.00,-9.69,20.75,-5.41,0.78,8.86,28.56,48.75,-25.87,47.38,7.19,-8.69,-10.34,-0.72,2.14,15.25,1.37,2.44,40.00,-9.69,20.75,-8.85,-2.12,3.58,53.00,32.94,-8.69,37.69,-11.75,27.50,
177.48,-10.40,-0.97,2.05,9.81,-6.81,-3.25,39.56,-10.75,20.69,-6.12,1.22,8.73,14.44,93.06,-46.13,47.38,7.87,-7.19,-10.49,-0.92,2.11,7.50,-9.38,-5.37,39.56,-10.75,20.69,-10.88,1.62,1.46,88.25,18.25,-21.25,36.69,-12.06,27.50,
177.51,-11.03,-0.98,2.55,6.37,-9.38,-2.12,39.56,-10.75,20.69,-4.84,2.34,9.54,-24.25,158.81,-62.19,47.69,8.69,-6.69,-11.26,-1.59,3.56,7.25,-10.63,3.31,39.50,-10.25,22.00,-10.96,-1.50,5.09,44.44,13.00,-22.56,36.69,-12.06,27.50,
177.54,-10.85,-2.55,4.78,17.50,-19.87,10.19,39.50,-10.25,22.00,-3.34,2.48,10.02,-110.50,228.37,-116.19,47.69,8.69,-6.69,-11.30,-2.44,2.02,35.44,-14.81,10.44,39.50,-10.25,22.00,-14.60,1.65,7.24,82.69,-12.94,-39.75,38.00,-10.00,29.37,
177.57,-11.88,-1.88,-1.54,47.25,0.69,17.56,39.06,-11.75,20.37,-10.06,-3.73,14.82,-85.87,453.19,-171.00,50.00,11.25,1.06,-13.55,-1.20,-4.47,43.25,13.44,22.56,39.06,-11.75,20.37,-15.84,4.49,4.03,51.38,-88.19,-36.31,38.00,-10.00,29.37,
177.60,-13.36,-1.11,-5.16,17.25,16.25,26.87,39.06,-11.75,20.37,-18.97,2.20,18.60,27.37,579.56,-132.19,49.19,16.50,14.00,-11.82,-1.93,-3.87,2.75,5.25,26.56,39.06,-11.75,20.37,-17.98,4.92,-3.41,37.19,-160.19,-9.13,36.75,-8.38,30.19,
177.64,-11.44,-3.25,-1.69,-9.44,-16.37,24.12,39.50,-12.56,20.00,1.62,16.25,6.39,-135.75,332.87,-207.87,49.19,16.50,14.00,-11.76,-2.76,1.30,8.31,-34.25,14.63,39.50,-12.56,20.00,-14.99,0.92,-3.07,-65.19,-150.00,29.56,39.25,-8.00,26.06,
177.67,-11.71,-1.69,1.81,20.62,-35.25,6.50,39.06,-14.38,19.50,3.32,12.98,10.32,49.56,-303.50,75.62,41.00,21.25,35.06,-11.85,1.35,2.25,33.19,-12.81,-3.50,39.06,-14.38,19.50,-14.91,-2.02,-1.95,-49.00,-122.94,30.25,39.25,-8.00,26.06,
177.70,-12.06,1.72,1.84,35.81,0.19,-3.94,39.06,-14.38,19.50,1.13,1.59,6.63,-46.75,-194.31,103.25,40.00,20.19,38.25,-11.24,1.51,1.00,34.19,6.56,-4.37,39.06,-14.38,19.50,-10.65,-2.23,-2.11,-56.06,-120.56,37.63,42.56,-11.00,20.50,
177.73,-7.83,0.25,-0.28,19.69,-13.44,-7.69,39.56,-15.06,18.75,-5.76,5.25,10.02,52.13,-309.25,135.75,40.00,20.19,38.25,-7.19,-0.09,-0.61,9.50,-16.25,-8.38,39.56,-15.06,18.75,-6.74,-2.61,-3.35,-32.94,-110.12,38.31,43.56,-15.56,15.25,
177.76,-6.48,-0.56,-0.80,-10.69,-15.94,-9.31,39.56,-15.06,18.75,-7.72,2.73,9.07,31.12,-359.50,139.69,50.25,14.25,28.50,-6.09,-0.80,0.19,-22.06,-14.94,-9.63,38.69,-15.88,19.06,-6.14,-0.45,-4.06,-28.50,-88.62,23.31,43.56,-15.56,15.25,
177.79,-5.95,-1.13,1.53,-39.94,-6.81,-7.69,38.69,-15.88,19.06,-9.58,-0.55,7.73,85.94,-371.44,150.94,50.25,14.25,28.50,-5.97,-1.22,1.66,-42.56,-1.50,-5.19,38.69,-15.88,19.06,-4.30,-0.23,-3.93,-53.44,-72.12,-1.19,44.00,-18.50,12.50,
177.82,-6.28,-2.12,1.58,-37.19,7.19,-0.69,38.25,-16.50,19.87,-12.01,-3.13,9.43,112.37,-325.00,125.12,57.25,5.00,7.37,-6.55,-2.52,1.50,-30.12,9.50,0.88,38.25,-16.50,19.87,-5.12,-1.08,-3.34,-62.13,-32.31,-2.94,44.00,-20.25,9.25,
177.86,-6.91,-2.99,0.84,-17.00,13.44,2.94,38.25,-16.50,19.87,-16.42,0.45,11.77,94.81,-292.06,64.12,54.75,-10.56,-11.38,-7.60,-3.10,0.45,-14.44,16.12,4.94,38.38,-18.00,18.56,-4.53,-0.46,-1.96,5.44,-3.75,16.62,44.00,-20.25,9.25,
177.89,-8.25,-2.84,1.03,-15.25,11.19,11.81,38.38,-18.00,18.56,-16.45,-2.81,8.48,99.00,-231.06,57.19,54.75,-10.56,-11.38,-8.96,-1.96,2.06,-14.38,-1.44,16.19,38.38,-18.00,18.56,-7.07,0.82,0.14,3.19,12.50,10.31,43.19,-20.87,7.69,
177.92,-8.78,-1.26,2.49,-23.75,-9.75,14.75,39.19,-18.37,18.19,-22.46,-2.20,8.79,149.50,-147.44,91.31,45.88,-21.25,-18.50,-8.59,-0.80,2.64,-27.81,-9.19,12.56,39.19,-18.37,18.19,-9.95,-0.07,8.06,37.25,47.63,22.25,43.19,-20.87,7.69,
177.95,-8.55,-0.79,2.61,-22.81,-2.44,8.00,39.19,-18.37,18.19,-31.35,-2.19,4.69,107.75,-177.19,121.19,45.88,-21.25,-18.50,-8.76,-0.84,2.68,-18.94,2.50,7.31,39.19,-18.37,18.19,-12.22,2.27,17.00,-41.25,8.19,21.69,42.75,-23.06,7.25,
177.98,-9.65,-1.89,2.60,-15.19,8.63,8.31,37.25,-19.50,18.56,-19.50,-13.92,-18.09,-53.94,-35.50,33.50,36.56,-27.56,-21.19,-10.19,-2.80,2.24,-4.69,11.19,9.56,37.25,-19.50,18.56,-11.22,-1.70,9.05,-63.19,3.44,11.69,42.75,-24.19,9.19,
178.01,-11.00,-3.08,2.36,0.81,5.06,7.12,37.25,-19.50,18.56,-18.86,0.55,6.16,-76.56,157.19,-15.56,28.50,-33.56,-20.37,-11.53,-2.84,2.55,5.12,-5.25,2.19,38.06,-20.56,18.19,-2.55,0.51,-2.15,-77.62,-42.13,33.75,42.75,-24.19,9.19,
178.04,-11.30,-0.99,4.07,9.75,-31.62,-9.75,38.06,-20.56,18.19,4.24,-4.37,12.25,-50.31,236.12,-64.56,28.50,-33.56,-20.37,-11.17,0.05,4.58,0.25,-35.38,-12.81,38.06,-20.56,18.19,-9.72,-3.84,-4.78,-110.06,63.63,-0.62,41.25,-26.00,7.56,
178.07,-12.25,-0.18,2.03,-28.75,-24.06,-14.63,37.38,-22.50,18.69,-31.88,15.08,22.85,-198.06,245.75,-112.87,30.06,-32.50,-20.25,-12.53,-0.63,0.39,-39.25,-13.69,-16.19,37.38,-22.50,18.69,-27.78,-2.88,20.51,-34.63,43.00,-2.69,41.25,-26.00,7.56,
178.10,-12.85,-1.40,-1.44,-38.69,16.62,-21.69,37.38,-22.50,18.69,-7.39,-15.08,15.61,-122.44,107.56,-78.37,30.06,-32.50,-20.25,-12.57,-2.14,-4.51,-24.37,21.87,-23.00,37.38,-22.50,18.69,3.49,-3.86,-15.48,-21.44,-111.19,39.81,41.00,-27.06,5.69,
178.13,-11.65,-1.38,-4.48,8.00,-8.88,-23.69,38.19,-22.06,18.25,-12.30,-2.81,10.59,-33.75,20.44,-33.56,37.25,-31.06,-17.00,-11.00,2.05,-1.50,17.00,-26.81,-22.31,38.19,-22.06,18.25,-11.85,7.80,-3.00,120.12,108.56,-4.81,38.19,-30.00,4.56,
178.16,-11.84,2.85,0.37,11.94,-31.81,-12.25,38.19,-22.06,18.25,-7.01,-0.26,8.71,-19.31,4.25,-14.50,41.19,-26.25,-15.06,-13.71,2.16,3.27,6.31,-17.50,-9.94,37.88,-22.06,17.50,-9.44,1.79,-3.15,-26.31,62.88,1.19,38.19,-30.00,4.56,
178.19,-12.99,-0.24,2.30,-31.69,10.00,-5.87,37.88,-22.06,17.50,-5.67,-0.27,8.34,-13.88,12.81,-9.56,41.19,-26.25,-15.06,-12.23,-1.48,1.40,-52.25,9.25,-3.87,37.88,-22.06,17.50,-10.27,1.96,0.01,-5.56,74.62,-14.06,38.19,-30.00,9.00,
178.22,-11.30,-2.97,-0.46,-58.56,6.12,-2.50,37.88,-22.50,17.50,-6.09,0.02,7.81,-8.19,14.94,-8.13,42.56,-24.25,-15.06,-10.46,-3.68,-0.94,-43.75,-7.25,4.87,37.88,-22.50,17.50,-10.21,1.38,-0.05,-38.44,100.06,1.56,38.19,-30.00,9.00,
178.25,-8.12,-3.44,0.59,-22.00,-18.75,11.69,37.88,-22.50,17.50,-6.11,0.23,7.88,-5.06,13.63,-5.75,42.56,-25.00,-15.06,-7.24,-2.90,1.32,-12.88,-19.94,12.06,37.88,-22.50,17.50,-8.81,-1.43,0.28,27.31,103.94,8.31,37.38,-30.00,12.56,
178.28,-6.38,-2.33,1.92,-7.00,-18.75,10.56,38.50,-22.06,16.25,-6.16,0.14,7.72,-3.44,11.25,-6.25,42.56,-25.00,-15.06,-5.03,-1.20,2.30,7.81,-6.62,5.50,38.50,-22.06,16.25,-8.66,-1.05,0.03,51.38,91.62,1.87,36.06,-31.00,15.00,
178.31,-4.69,-1.16,1.95,12.56,7.69,2.31,38.50,-22.06,16.25,-6.08,0.09,7.67,-1.37,6.50,-7.62,43.75,-23.37,-14.56,-5.04,-0.86,0.74,11.19,16.44,3.06,38.06,-25.06,16.25,-8.67,0.10,1.40,37.19,72.06,-8.63,36.06,-31.00,15.00,
178.34,-5.61,-0.71,0.64,4.25,24.87,3.62,38.06,-25.06,16.25,-6.13,0.26,7.43,-0.37,5.06,-8.75,43.75,-23.37,-14.56,-7.19,-0.15,0.71,2.81,24.62,1.81,38.06,-25.06,16.25,-8.47,-0.12,1.47,47.25,74.87,-6.62,34.69,-29.87,19.69,
178.37,-7.40,-0.08,0.76,4.31,21.44,-1.12,38.06,-25.25,18.37,-5.87,0.08,7.79,2.94,6.69,-8.38,44.56,-23.00,-14.56,-7.58,-0.40,1.58,7.12,15.50,-5.87,38.06,-25.25,18.37,-8.58,-0.33,3.39,11.00,76.50,1.75,34.69,-29.87,19.69,
178.40,-7.51,-0.89,1.84,7.87,15.00,-8.38,38.06,-25.25,18.37,-5.44,0.50,8.04,4.81,12.69,-11.19,43.50,-23.69,-13.75,-7.57,-1.03,1.89,11.69,14.31,-9.38,38.06,-25.25,18.37,-8.68,-0.35,3.63,2.62,66.25,2.81,34.38,-29.56,21.69,
178.43,-8.29,-0.59,1.46,16.37,13.25,-8.88,37.69,-25.25,19.19,-5.76,0.64,7.94,8.38,23.12,-19.50,43.50,-23.69,-13.75,-8.57,-0.16,1.22,16.00,11.63,-7.81,37.69,-25.25,19.19,-9.40,-0.75,1.43,43.88,38.63,-6.44,31.50,-28.75,23.69,
178.47,-9.65,0.47,1.68,14.63,7.06,-5.00,37.69,-25.25,19.19,-5.57,-0.26,8.93,25.31,41.38,-24.25,44.19,-23.37,-14.56,-10.00,0.32,2.15,13.44,5.00,-3.94,37.25,-24.87,18.75,-8.39,-0.36,2.21,80.75,39.06,-16.31,31.50,-28.75,23.69,
178.50,-10.18,-0.14,2.81,14.81,-3.06,-8.19,37.25,-24.87,18.75,-6.18,1.35,8.32,18.50,71.06,-39.63,44.19,-23.37,-14.56,-9.87,-0.08,2.45,12.19,0.19,-8.38,37.25,-24.87,18.75,-10.04,1.01,1.08,59.75,32.25,-23.25,31.06,-28.06,26.37,
178.53,-10.25,-0.55,2.19,0.62,6.12,-1.69,37.25,-24.56,19.50,-4.11,2.24,9.74,-33.25,149.81,-70.44,45.25,-22.19,-12.19,-10.38,-0.86,2.59,-9.63,4.50,3.06,37.25,-24.56,19.50,-10.19,0.96,4.90,53.19,21.94,-21.87,29.56,-26.25,28.87,
178.56,-10.12,-2.55,4.24,-21.56,-8.69,8.06,37.25,-24.56,19.50,-5.37,1.71,9.30,-71.31,204.19,-104.81,46.06,-20.25,-8.38,-10.46,-2.77,4.43,-12.06,-11.38,8.38,37.25,-25.25,20.37,-10.66,-2.76,4.59,47.50,3.00,-30.56,29.56,-26.25,28.87,
178.59,-11.23,-2.54,3.88,30.31,-4.19,11.88,37.25,-25.25,20.37,-6.24,-0.42,14.41,-138.25,345.81,-199.25,46.06,-20.25,-8.38,-13.23,-1.31,-0.44,49.88,-2.19,16.50,37.25,-25.25,20.37,-15.80,7.47,4.15,103.31,-43.00,-46.06,30.75,-25.56,30.75,
178.62,-14.74,-1.43,-4.21,52.38,20.31,23.12,36.50,-26.06,19.19,-11.15,-3.59,15.79,-45.00,518.69,-163.62,49.38,-16.56,-0.50,-13.13,-1.65,-5.59,26.81,23.94,23.81,36.50,-26.06,19.19,-15.57,6.95,1.47,11.81,-120.56,-16.06,30.75,-25.56,30.75,
178.65,-11.75,-2.15,-5.32,-37.06,1.75,17.44,36.50,-26.06,19.19,-12.35,3.55,13.20,-34.63,567.62,-186.62,49.38,-16.56,-0.50,-10.45,-4.44,-1.76,-42.63,-12.88,13.50,36.50,-26.06,19.19,-18.76,3.02,-2.94,-33.31,-172.31,27.19,31.37,-21.87,32.00,
178.68,-11.96,-4.21,0.23,-5.31,-19.44,7.69,36.88,-27.19,22.00,-3.23,7.06,22.69,-105.00,-42.00,-30.19,51.38,-7.69,16.25,-13.05,-1.74,1.69,11.94,-10.50,7.44,36.88,-27.19,22.00,-16.02,-1.02,-1.97,-78.50,-155.19,38.13,31.37,-21.87,32.00,
178.71,-13.18,-0.47,2.37,42.00,9.44,10.06,36.88,-27.19,22.00,13.14,11.11,0.14,-15.75,-324.37,142.62,41.25,-0.37,39.06,-12.92,0.86,2.77,49.94,12.13,10.06,35.88,-26.75,20.37,-15.85,-2.35,-1.60,-52.69,-136.12,40.38,35.75,-20.75,29.00,
178.74,-10.88,1.05,0.42,29.56,12.31,0.88,35.88,-26.75,20.37,1.37,-0.71,5.71,40.00,-209.62,136.19,41.25,-0.37,39.06,-9.68,1.05,-0.48,13.69,6.69,-4.62,35.88,-26.75,20.37,-10.06,-2.82,-2.19,-40.88,-133.19,44.81,38.00,-24.75,24.87,
178.77,-7.98,0.91,-0.79,0.37,2.94,-8.75,36.19,-26.75,21.50,-4.94,4.35,9.38,67.75,-285.62,125.31,41.19,-2.25,37.25,-7.15,0.52,-0.12,-16.69,1.37,-13.50,36.19,-26.75,21.50,-6.83,-2.19,-3.39,-15.75,-101.62,43.44,38.00,-24.75,24.87,
178.81,-6.55,-0.15,0.79,-24.06,1.44,-13.31,36.19,-26.75,21.50,-6.62,-0.09,8.25,85.31,-340.00,138.25,48.06,-5.06,33.56,-6.37,-0.27,1.02,-31.50,2.00,-7.00,36.25,-26.06,20.75,-4.51,0.27,-4.41,-15.56,-79.19,30.62,39.69,-26.56,18.56,
178.84,-5.95,-0.93,1.31,-36.88,5.87,1.00,36.25,-26.06,20.75,-9.81,-0.79,9.17,94.37,-342.12,153.25,48.06,-5.06,33.56,-6.24,-1.79,1.16,-35.94,9.44,3.56,36.25,-26.06,20.75,-2.84,-0.46,-4.29,-61.88,-68.62,-8.81,41.19,-29.56,15.00,
178.87,-6.80,-3.06,0.71,-31.25,12.69,4.87,35.56,-26.75,22.37,-11.81,-1.83,11.05,100.06,-302.81,130.19,57.69,-5.00,18.37,-7.01,-3.35,0.77,-28.19,13.25,4.75,35.56,-26.75,22.37,-3.97,-1.20,-3.63,-76.25,-31.94,-16.00,41.19,-29.56,15.00,
178.91,-7.91,-3.29,1.42,-19.12,13.13,6.44,35.56,-26.75,22.37,-17.17,-0.85,12.28,90.06,-284.69,108.87,60.06,-11.56,-2.00,-8.15,-3.01,1.66,-16.19,10.56,8.81,35.56,-26.75,22.37,-4.60,0.51,-1.98,-16.31,20.81,4.81,40.75,-29.87,11.19,
178.94,-8.46,-2.31,2.15,-16.94,-1.69,13.13,36.25,-27.56,20.00,-24.67,-3.16,8.51,151.56,-208.69,112.25,60.06,-11.56,-2.00,-8.45,-1.72,2.27,-17.62,-2.75,13.06,36.25,-27.56,20.00,-7.88,0.73,1.25,15.50,43.19,-0.69,40.69,-32.06,10.00,
178.97,-8.70,-1.47,1.76,-20.50,-0.94,10.50,35.19,-28.69,20.37,-25.87,-3.13,3.11,165.62,-177.25,125.31,50.56,-19.69,-17.00,-8.97,-1.63,1.60,-20.75,1.19,8.50,35.19,-28.69,20.37,-12.28,0.96,12.88,65.12,56.31,30.94,40.69,-32.06,10.00,
179.00,-9.49,-2.37,1.57,-14.88,1.25,6.19,35.19,-28.69,20.37,-38.53,-11.13,-15.13,97.62,-155.00,109.12,38.75,-28.87,-19.69,-10.00,-3.61,1.67,-9.94,3.19,6.06,35.19,-28.69,20.37,-13.24,-0.81,16.70,-70.37,-0.94,14.50,42.19,-31.37,11.56,
179.03,-10.96,-4.23,2.24,2.81,8.38,5.56,35.19,-29.75,20.75,-8.94,0.13,-9.44,-4.19,202.37,-25.44,38.75,-28.87,-19.69,-12.24,-3.14,3.26,12.06,8.38,4.06,35.19,-29.75,20.75,-7.19,-3.88,5.67,3.56,-48.19,11.56,42.19,-31.37,11.56,
179.06,-12.33,-2.29,4.05,34.38,-16.25,-6.69,35.19,-29.75,20.75,-28.15,2.68,4.22,-193.62,210.50,-45.00,32.25,-35.69,-18.00,-11.79,-0.78,4.86,40.81,-31.12,-13.50,36.06,-29.37,20.75,-0.92,6.38,-5.50,-31.12,72.50,61.88,40.69,-32.69,11.19,
179.10,-10.55,0.75,3.76,26.62,-42.75,-21.25,36.06,-29.37,20.75,-18.26,-15.94,20.85,-138.69,267.62,-132.50,32.25,-35.69,-18.00,-10.51,0.54,3.06,6.12,-35.50,-21.31,36.06,-29.37,20.75,-22.14,-3.32,-0.77,-129.31,148.12,-6.87,39.19,-33.50,10.38,
179.12,-11.23,-0.63,1.14,-31.06,-3.87,-23.25,36.69,-29.75,21.19,-23.37,12.80,6.49,-176.37,117.31,-104.50,33.88,-34.75,-18.06,-12.88,-2.36,-1.76,-39.81,14.00,-28.25,36.69,-29.75,21.19,-11.87,-5.11,6.34,-288.94,-118.12,57.31,39.19,-33.50,10.38,
179.15,-12.15,-0.91,-5.11,-21.50,28.31,-31.25,36.69,-29.75,21.19,-7.71,2.28,7.07,-12.81,50.44,-55.13,41.50,-30.19,-17.75,-11.40,0.30,-5.21,3.62,14.75,-26.81,36.69,-29.75,21.19,2.25,-2.82,-6.74,112.12,-50.13,9.81,38.19,-35.69,10.75,
179.18,-11.02,3.71,-2.05,29.87,-18.87,-17.50,38.19,-27.75,20.00,-7.61,-0.68,9.00,-18.12,4.87,-18.31,41.50,-30.19,-17.75,-11.38,3.80,0.00,20.31,-28.06,-13.38,38.19,-27.75,20.00,-16.26,6.74,-5.67,102.12,123.56,-3.56,38.19,-35.69,10.75,
179.21,-12.20,1.65,3.01,-15.81,-21.62,-12.44,38.19,-27.75,20.00,-6.45,0.70,7.94,-7.44,0.88,-5.56,44.88,-25.25,-16.56,-12.50,-1.29,3.84,-35.94,-1.25,-12.63,37.50,-27.50,20.75,-11.87,3.34,-1.69,8.13,84.00,4.19,37.06,-37.75,5.37,
179.24,-11.66,-3.89,1.77,-61.25,22.94,-12.19,37.50,-27.50,20.75,-5.79,0.37,8.17,-0.19,4.19,-5.56,44.88,-25.25,-16.56,-11.74,-4.95,-0.68,-54.19,23.44,-8.44,37.50,-27.50,20.75,-9.51,3.66,-0.28,5.69,96.62,-4.25,36.38,-37.06,8.88,
179.27,-11.73,-4.88,-1.19,-37.31,19.81,-1.12,38.56,-27.75,19.19,-5.90,0.49,7.96,0.88,0.31,-7.12,45.25,-23.87,-15.38,-10.59,-3.78,-1.22,-1.50,-6.81,14.25,38.56,-27.75,19.19,-9.99,0.20,-0.63,-19.44,107.19,0.50,36.38,-37.06,8.88,
179.30,-7.72,-1.42,0.09,14.56,-22.44,17.94,38.56,-27.75,19.19,-5.74,0.14,7.97,3.81,4.44,-5.69,45.69,-24.69,-15.25,-6.84,-0.62,0.71,13.56,-20.37,15.44,38.56,-27.75,19.19,-9.10,-1.74,-0.22,41.81,107.69,8.50,33.75,-36.69,12.88,
179.34,-4.66,0.02,1.96,8.13,-12.63,4.62,37.00,-27.75,17.56,-6.04,0.21,7.58,6.50,3.37,-5.81,45.69,-24.69,-15.25,-4.08,-0.06,2.03,6.69,-5.37,0.19,37.00,-27.75,17.56,-8.68,0.01,0.17,39.38,93.00,-7.31,31.56,-36.06,15.56,
179.37,-4.15,-0.87,1.34,-0.88,14.75,-1.19,37.00,-27.75,17.56,-5.90,0.55,7.63,5.00,3.44,-5.69,45.25,-23.56,-15.25,-4.79,-1.13,0.98,-3.25,25.44,0.75,37.75,-27.87,18.37,-8.28,-0.45,1.87,53.19,86.75,-5.37,31.56,-36.06,15.56,
179.40,-6.42,-1.12,0.48,-1.25,32.13,6.06,37.75,-27.87,18.37,-5.36,0.54,7.82,1.87,-1.94,-9.38,45.25,-23.56,-15.25,-6.81,-0.98,0.40,1.75,31.44,7.62,37.75,-27.87,18.37,-8.81,0.11,2.59,38.63,83.06,-1.87,30.87,-36.06,19.25,
179.43,-7.37,-0.86,0.60,9.19,32.56,4.75,36.56,-27.87,20.00,-5.37,-0.02,8.14,4.31,8.06,-11.06,45.69,-23.56,-15.69,-7.88,-1.04,1.00,13.44,32.19,1.62,36.56,-27.87,20.00,-8.82,-0.46,1.76,25.94,68.81,-0.88,30.87,-36.06,19.25,
179.46,-8.43,-1.03,1.34,17.25,26.19,-4.50,36.56,-27.87,20.00,-5.90,-0.07,8.35,8.19,24.56,-16.69,46.00,-22.75,-15.69,-8.95,-0.46,1.47,16.25,21.50,-6.62,36.56,-27.87,20.00,-7.95,-0.37,1.45,36.00,62.38,-3.69,29.25,-35.38,22.50,
179.49,-9.52,0.20,1.47,13.38,14.06,-6.50,35.56,-27.75,21.19,-5.49,0.54,8.48,12.50,40.13,-22.00,46.00,-22.75,-15.69,-9.78,0.38,1.54,12.56,11.25,-4.12,35.56,-27.75,21.19,-10.28,0.38,0.99,70.87,59.13,-13.44,29.25,-35.38,22.50,
179.51,-10.09,0.31,1.58,16.50,10.56,0.69,35.56,-27.75,21.19,-5.48,1.26,8.63,7.69,61.88,-34.13,46.00,-23.19,-15.25,-10.04,0.08,1.74,15.38,7.94,-0.06,35.69,-26.69,21.19,-8.88,-1.19,3.21,61.88,49.19,-14.19,26.75,-34.56,22.87,
179.54,-10.03,0.03,2.19,9.06,-0.75,-4.75,35.69,-26.69,21.19,-5.25,0.28,9.25,-35.38,123.56,-59.19,46.00,-23.19,-15.25,-10.41,0.00,2.42,4.25,-1.81,-4.87,35.69,-26.69,21.19,-10.70,1.62,3.57,88.94,44.25,-24.31,26.00,-32.38,26.56,
179.58,-11.35,-1.05,3.40,0.81,-3.00,3.87,36.06,-28.19,20.75,-3.85,2.90,10.52,-94.75,201.69,-111.44,47.50,-22.06,-12.56,-11.25,-1.57,3.62,0.00,-7.25,10.88,36.06,-28.19,20.75,-10.50,-4.50,10.14,41.13,7.19,-26.06,26.00,-32.38,26.56,
179.61,-9.81,-3.09,3.52,2.31,-16.06,19.37,36.06,-28.19,20.75,-4.90,-0.25,12.57,-144.81,318.87,-203.44,50.50,-19.37,-8.19,-9.88,-2.92,2.26,35.25,-5.50,21.06,34.75,-27.06,21.19,-14.06,0.90,3.56,114.44,-51.06,-51.63,24.37,-31.25,29.25,
179.65,-13.04,-1.48,-4.58,68.00,13.81,31.19,34.75,-27.06,21.19,-10.58,-2.50,15.96,-36.44,559.94,-173.94,50.50,-19.37,-8.19,-13.80,-1.37,-5.13,56.44,23.06,35.13,34.75,-27.06,21.19,-17.50,9.42,-1.49,112.37,-150.06,-41.44,24.75,-28.69,28.87,
179.67,-14.45,-1.56,-5.54,30.94,30.19,36.75,34.50,-26.69,22.00,-17.04,7.88,19.91,-57.94,622.37,-212.62,53.75,-10.56,5.06,-13.95,-2.97,-5.27,-32.06,14.00,32.31,34.50,-26.69,22.00,-18.83,4.32,-3.86,22.75,-190.44,21.19,24.75,-28.69,28.87,
179.71,-13.46,-4.77,-2.95,-40.31,-22.25,17.19,34.50,-26.69,22.00,-39.26,13.95,39.27,6.62,-60.69,23.75,51.00,-4.69,29.56,-12.81,-3.67,-0.88,-25.69,-33.19,5.69,34.50,-26.69,22.00,-17.58,-0.78,-3.27,-83.87,-151.94,50.56,26.75,-25.00,27.75,
179.74,-12.64,-1.15,1.14,9.00,-25.25,-6.87,33.25,-27.06,21.50,7.25,4.78,2.09,-116.37,-213.69,176.06,51.00,-4.69,29.56,-13.04,0.77,2.14,29.25,-13.00,-5.56,33.25,-27.06,21.50,-14.93,-1.54,-2.01,-62.31,-136.69,55.69,26.75,-25.00,27.75,
179.77,-12.47,1.33,2.11,53.25,3.19,-0.06,33.25,-27.06,21.50,-4.12,0.90,10.53,56.38,-199.50,179.75,44.00,-3.25,34.06,-11.14,1.29,1.70,54.25,-8.13,0.19,33.69,-27.75,21.19,-11.01,-2.34,-2.39,-60.19,-127.31,59.94,28.69,-25.50,23.87,
179.80,-7.63,0.96,0.14,39.63,-24.12,-3.25,33.69,-27.75,21.19,-6.59,1.89,9.09,46.19,-321.87,128.87,44.00,-3.25,34.06,-6.95,0.74,-0.25,26.50,-21.00,-5.25,33.69,-27.75,21.19,-7.50,-3.91,-3.13,-55.88,-112.25,49.50,29.75,-27.25,20.25,
179.83,-5.36,0.05,-0.55,-6.87,-17.75,-7.75,33.69,-26.00,21.56,-6.92,-0.58,7.53,84.81,-370.87,125.31,45.00,-12.50,24.25,-5.08,-0.22,-0.36,-21.94,-12.81,-9.19,33.69,-26.00,21.56,-4.69,-0.66,-4.22,-32.50,-82.00,45.81,29.75,-27.25,20.25,
179.86,-5.02,-1.07,0.71,-48.19,0.50,-10.69,33.69,-26.00,21.56,-8.96,-0.50,8.07,116.94,-348.87,139.69,41.00,-19.19,10.75,-4.93,-1.31,1.01,-52.56,3.12,-9.75,33.69,-26.00,21.56,-3.45,-0.42,-4.75,-58.44,-80.44,14.69,31.25,-28.25,17.06,
179.89,-5.24,-2.08,1.48,-45.94,7.19,-3.94,32.50,-26.25,22.06,-12.59,-1.88,12.64,122.87,-302.25,105.00,41.00,-19.19,10.75,-6.14,-2.61,1.38,-31.44,12.75,4.12,32.50,-26.25,22.06,-4.16,-1.48,-4.32,-76.44,-70.69,-5.00,30.19,-29.75,14.56,
179.92,-6.66,-2.81,1.20,-23.06,15.94,7.25,33.19,-26.75,20.75,-15.40,-0.87,13.42,123.25,-296.25,89.19,30.69,-22.50,9.50,-7.66,-2.95,0.77,-16.75,18.19,11.50,33.19,-26.75,20.75,-3.95,-0.61,-3.21,-3.31,-4.94,12.19,30.19,-29.75,14.56,
