Timestamp(s),trunk_Accel_X,trunk_Accel_Y,trunk_Accel_Z,trunk_Gyro_X,trunk_Gyro_Y,trunk_Gyro_Z,trunk_MAG_X,trunk_MAG_Y,trunk_MAG_Z,foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,foot_MAG_X,foot_MAG_Y,foot_MAG_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,shank_MAG_X,shank_MAG_Y,shank_MAG_Z,thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z,thigh_MAG_X,thigh_MAG_Y,thigh_MAG_Z,Label
125.81,-8.19,-1.00,-0.91,-24.00,39.75,17.81,-8.50,-9.38,-21.19,-5.33,0.31,8.24,-1.44,8.56,-4.25,13.56,-39.19,-23.56,-8.83,-0.64,-1.17,-17.56,37.75,18.75,-6.00,-7.50,-20.56,-9.75,-0.35,1.31,-19.50,55.25,-11.06,8.00,0.00,-26.19,stairascent
125.84,-9.23,-0.48,-1.06,-8.50,33.56,17.69,-6.00,-7.50,-20.56,-5.23,0.16,8.33,0.00,7.62,-5.62,13.56,-38.88,-22.50,-9.59,-0.60,-0.69,-2.37,28.62,15.88,-6.00,-7.50,-20.56,-9.79,-1.20,0.81,-4.94,62.00,-4.62,8.25,-1.06,-23.75,stairascent
125.87,-9.69,-0.71,-0.52,3.12,25.37,12.75,-5.56,-6.06,-17.69,-5.57,0.15,8.20,1.69,6.81,-7.31,13.56,-38.88,-22.50,-9.74,-1.06,-0.39,16.00,19.12,4.56,-5.56,-6.06,-17.69,-9.58,-0.14,0.95,13.69,60.44,3.87,10.25,-0.69,-23.56,stairascent
125.90,-9.67,-1.32,-0.46,29.50,14.88,-2.25,-5.56,-6.06,-17.69,-5.08,0.42,8.39,2.44,6.50,-7.00,13.25,-39.56,-23.56,-9.63,-1.33,-0.49,33.38,13.00,-3.37,-5.56,-6.06,-17.69,-9.42,0.50,0.79,16.81,44.69,0.88,10.25,-0.69,-23.56,stairascent
125.93,-9.44,-0.80,-0.37,36.06,11.06,-2.87,-1.06,-4.37,-15.50,-5.60,1.10,8.19,3.12,5.37,-14.13,13.25,-39.56,-23.56,-9.50,-0.75,-0.31,37.06,10.06,-1.87,-1.06,-4.37,-15.50,-10.19,-0.66,0.28,18.62,54.50,-0.75,11.06,-1.69,-22.75,stairascent
125.96,-9.77,-0.57,0.20,38.94,15.00,-0.50,-1.06,-4.37,-15.50,-4.99,-0.23,8.69,3.12,18.75,-17.19,13.25,-38.88,-22.75,-10.98,-0.14,0.84,38.50,20.31,-0.19,0.00,-4.00,-15.69,-10.62,-1.43,0.34,46.94,44.44,-3.25,11.06,-1.69,-22.75,stairascent
125.99,-11.46,-0.34,0.85,45.06,21.81,-0.37,0.00,-4.00,-15.69,-4.73,-0.89,9.37,11.38,39.00,-25.19,13.56,-40.00,-23.56,-11.67,-0.35,-0.10,51.19,19.37,-1.00,0.00,-4.00,-15.69,-11.20,-0.79,0.69,102.06,37.31,-5.62,11.56,-2.50,-22.25,stairascent
126.02,-10.99,-0.16,-1.77,58.44,23.06,-3.25,0.56,-4.37,-13.50,-4.15,-0.14,10.02,25.69,65.00,-25.00,13.56,-40.00,-23.56,-10.65,2.54,-2.51,57.44,26.81,-3.31,0.56,-4.37,-13.50,-13.95,0.62,2.86,59.81,16.62,-14.88,12.69,-4.69,-20.75,stairascent
126.05,-11.32,2.80,-1.99,43.38,38.25,3.75,0.56,-4.37,-13.50,-4.62,2.15,9.79,-19.56,116.06,-43.38,15.88,-39.19,-23.75,-12.18,2.84,-1.97,20.62,40.06,9.38,0.56,-4.37,-13.50,-14.32,0.23,3.48,87.00,-22.50,-11.31,12.69,-4.69,-20.75,stairascent
126.08,-14.75,-0.24,-4.73,1.19,29.44,11.06,2.75,-5.19,-12.88,-4.14,1.36,11.92,-61.00,187.62,-88.87,15.88,-39.19,-23.75,-13.15,-1.57,-5.79,-2.37,11.13,-11.81,2.75,-5.19,-12.88,-16.94,-1.96,4.70,58.63,-52.06,-2.87,13.06,-5.00,-19.69,stairascent
126.11,-12.44,-0.94,-3.79,31.87,13.06,-25.19,2.75,-5.19,-12.88,-5.22,-2.34,13.52,-118.44,330.00,-138.44,17.37,-40.00,-22.06,-10.68,-0.10,-3.37,54.75,12.31,-22.31,3.69,-6.69,-14.38,-15.67,-3.53,13.37,-73.94,-155.62,-34.44,13.06,-5.00,-19.69,stairascent
126.14,-8.33,-0.19,-3.60,90.94,22.19,-12.75,3.69,-6.69,-14.38,-29.51,-1.52,22.21,-46.75,493.94,-78.31,23.56,-38.88,-22.75,-7.16,-0.89,-4.47,99.19,30.62,-9.44,3.69,-6.69,-14.38,-18.38,-0.47,-1.23,160.25,-144.81,-11.94,12.06,-6.87,-20.50,stairascent
126.17,-9.09,-2.44,-5.14,83.00,37.25,-4.62,4.69,-7.69,-13.00,-22.82,-2.38,2.62,-40.75,307.25,-48.31,23.56,-38.88,-22.75,-10.01,-2.56,-5.12,59.31,32.50,-4.56,4.69,-7.69,-13.00,-17.76,3.94,-6.04,192.75,-197.00,55.63,11.06,-4.75,-20.87,stairascent
126.20,-10.74,-2.60,-4.90,1.06,23.75,-14.88,4.69,-7.69,-13.00,-13.56,2.51,9.60,37.13,-53.94,16.81,33.00,-36.69,-17.50,-11.04,-1.47,-3.58,-18.06,22.62,-19.62,4.69,-7.69,-13.00,-15.39,4.84,-2.69,-101.94,-173.31,59.94,11.06,-4.75,-20.87,stairascent
126.23,-10.74,-0.80,-2.65,-2.50,15.63,-21.19,6.37,-8.56,-12.88,-8.87,0.27,7.40,10.31,-64.37,31.37,33.00,-36.69,-17.50,-10.74,-0.80,-2.65,19.00,6.37,-18.81,6.37,-8.56,-12.88,-13.97,3.84,1.91,-93.56,-206.44,40.50,6.69,-7.25,-20.19,stairascent
126.26,-9.42,-1.16,-2.56,38.38,-1.00,-10.69,6.37,-8.56,-12.88,-5.99,1.01,7.44,-6.06,-143.31,20.12,33.00,-36.56,-17.00,-9.05,-1.48,-2.84,33.69,1.81,-7.75,5.06,-9.38,-13.38,-11.75,0.57,-0.02,-131.25,-214.75,9.25,6.69,-7.25,-20.19,stairascent
126.29,-8.63,-2.22,-3.30,14.63,9.75,-7.44,5.06,-9.38,-13.38,-1.89,-1.33,4.60,9.75,-184.12,26.56,23.00,-35.19,-19.75,-8.69,-2.27,-3.26,7.69,11.31,-8.75,5.06,-9.38,-13.38,-11.75,1.14,0.92,-140.37,-190.69,7.44,3.25,-4.50,-21.37,stairascent
126.32,-8.68,-2.08,-2.92,5.12,10.19,-10.81,6.37,-9.88,-12.50,-1.09,0.09,4.19,38.25,-181.94,24.81,23.00,-35.19,-19.75,-8.55,-1.96,-2.64,5.69,6.62,-12.19,6.37,-9.88,-12.50,-10.56,-1.86,0.74,-144.44,-188.50,14.94,3.25,-4.50,-21.37,stairascent
126.35,-8.15,-1.64,-1.63,17.69,-5.00,-13.06,6.37,-9.88,-12.50,0.44,1.57,1.91,51.50,-201.75,20.12,12.19,-30.69,-18.56,-7.84,-1.46,-1.39,23.87,-6.44,-12.06,6.37,-9.88,-12.50,-7.36,-3.22,-0.01,-35.50,-166.56,23.19,0.25,-1.69,-22.50,stairascent
126.38,-7.63,-1.14,-1.56,27.81,-8.63,-10.25,6.56,-10.19,-12.88,-1.01,2.71,1.93,65.75,-203.56,50.56,12.19,-30.69,-18.56,-7.65,-1.09,-1.65,24.62,-9.06,-9.75,6.56,-10.19,-12.88,-3.86,-1.93,-0.99,-6.44,-151.62,22.37,-2.00,2.00,-22.50,stairascent
126.41,-7.63,-0.71,-1.66,16.31,-9.88,-9.81,6.56,-10.19,-12.88,-2.61,0.77,1.23,71.44,-192.31,86.62,8.06,-28.87,-14.19,-7.36,-0.88,-1.59,10.88,-8.13,-10.31,6.25,-10.69,-12.50,-2.13,-1.07,-0.28,-31.75,-112.06,11.38,-2.00,2.00,-22.50,stairascent
126.45,-7.33,-1.31,-1.30,5.06,-7.69,-10.00,6.25,-10.69,-12.50,-5.01,-2.09,1.45,72.12,-185.31,79.25,3.56,-26.56,-11.50,-7.50,-1.49,-1.09,5.44,-6.37,-8.88,6.25,-10.69,-12.50,-2.27,-1.15,-0.86,-21.31,-70.81,5.06,-4.56,3.00,-21.56,stairascent
126.47,-7.85,-1.96,-1.01,4.00,-5.25,-7.62,6.00,-10.38,-11.38,-7.67,-3.22,-0.64,67.50,-168.62,51.38,3.56,-26.56,-11.50,-7.86,-2.24,-1.17,5.44,-7.69,-7.56,6.00,-10.38,-11.38,-2.02,-0.43,0.61,15.81,-50.50,11.50,-5.75,4.19,-21.50,stairascent
126.51,-7.93,-2.21,-1.23,12.94,-13.06,-7.25,6.00,-10.38,-11.38,-13.76,-5.29,-2.84,23.00,-88.19,64.06,0.00,-25.87,-4.75,-8.27,-2.12,-1.19,14.88,-14.19,-6.62,6.00,-10.38,-11.38,-1.34,0.45,2.54,17.81,-21.75,25.50,-5.75,4.19,-21.50,stairascent
126.54,-9.31,-2.05,-1.09,13.44,-11.69,-2.56,5.69,-11.19,-11.06,-14.67,-8.11,-4.20,-17.69,-12.25,34.81,1.37,-24.37,0.00,-10.88,-2.31,-1.19,12.56,-11.75,0.00,5.69,-11.19,-11.06,-1.93,1.25,4.17,9.56,44.69,26.62,-6.25,4.50,-20.19,stairascent
126.57,-11.47,-2.51,-1.19,5.62,-18.75,3.25,6.06,-11.75,-11.88,-14.04,-5.17,-2.43,-4.00,34.19,11.88,1.37,-24.37,0.00,-12.47,-2.82,-0.77,1.94,-23.56,3.69,6.06,-11.75,-11.88,-4.31,2.28,2.14,16.56,91.50,14.56,-6.37,3.75,-20.50,stairascent
126.60,-11.79,-2.66,-0.75,-3.44,-34.00,4.56,6.06,-11.75,-11.88,-3.35,-8.11,7.02,-9.50,-12.56,-19.56,6.25,-22.19,3.75,-11.28,-2.92,-1.33,-4.31,-30.37,5.75,6.06,-11.75,-11.88,-26.11,3.64,19.01,-16.81,121.62,20.31,-6.37,3.75,-20.50,stairascent
126.64,-10.17,-3.49,-1.98,-0.44,-3.94,9.50,4.75,-11.88,-11.56,-5.27,7.93,9.14,22.44,63.38,-6.19,6.25,-22.19,3.75,-10.90,-3.97,-2.16,3.87,20.81,9.06,4.75,-11.88,-11.56,-12.96,-6.34,3.17,-168.25,51.31,22.25,-4.56,2.69,-18.50,stairascent
126.66,-14.15,-4.15,-3.01,16.81,46.63,-2.25,4.75,-11.88,-11.56,-5.70,-4.09,7.34,-32.63,-8.31,-13.50,9.19,-22.19,4.69,-15.56,-1.84,-5.56,16.25,27.69,-4.56,4.69,-11.50,-11.38,0.93,-5.24,-2.75,44.31,61.31,55.50,-4.56,2.69,-18.50,stairascent
126.70,-12.96,0.96,-7.00,-1.62,-12.94,17.25,4.69,-11.50,-11.38,-4.18,2.20,8.94,-0.31,-29.06,6.25,8.50,-22.19,4.25,-11.92,0.37,-6.45,-13.31,-17.44,31.00,4.69,-11.50,-11.38,-15.84,4.03,4.89,4.44,151.31,26.06,-3.87,3.75,-18.50,stairascent
126.72,-9.47,-0.98,-3.53,-58.06,-6.56,36.00,5.00,-12.38,-11.00,-5.73,-0.47,8.45,-6.00,-10.38,2.56,8.50,-22.19,4.25,-8.79,-1.27,-3.04,-78.69,-2.94,32.94,5.00,-12.38,-11.00,-10.37,-3.05,3.13,-16.75,105.75,15.25,-1.69,2.75,-19.56,stairascent
126.75,-8.09,-1.91,-2.16,-81.00,-5.44,26.62,5.00,-12.38,-11.00,-5.00,0.03,8.57,7.19,-13.38,10.31,8.50,-21.75,4.25,-8.61,-2.07,-1.85,-63.81,-6.75,23.87,5.00,-12.38,-11.00,-8.49,-0.42,4.02,-2.44,87.19,1.81,-1.69,2.75,-19.56,stairascent
126.79,-8.96,-1.41,-2.19,-25.94,-9.56,20.12,5.00,-11.38,-9.88,-5.19,0.09,8.63,18.50,-9.69,9.00,8.50,-21.75,4.25,-8.98,-0.79,-2.24,-10.06,-10.19,20.06,5.00,-11.38,-9.88,-9.24,-1.17,3.17,1.31,99.75,-7.12,1.00,2.37,-16.50,stairascent
126.82,-9.04,-0.50,-2.24,0.00,-4.50,23.50,5.00,-11.38,-9.88,-4.47,1.42,8.18,20.87,-8.44,9.44,7.37,-22.19,4.56,-9.46,-0.17,-1.97,-4.31,-4.19,24.94,6.00,-10.38,-9.56,-9.70,1.22,3.35,68.00,112.25,1.69,1.00,2.37,-16.50,stairascent
126.86,-9.47,-0.18,-1.24,-17.62,-9.25,30.19,6.00,-10.38,-9.56,-4.47,1.26,8.03,12.50,1.50,3.37,8.50,-22.87,4.25,-8.17,-0.29,-1.01,-16.50,-9.94,30.00,6.00,-10.38,-9.56,-9.76,1.10,2.09,46.44,103.69,1.31,2.56,2.50,-17.69,stairascent
126.89,-7.50,-0.55,-1.25,-15.44,-9.88,24.56,5.19,-10.69,-9.56,-5.84,-0.23,8.51,4.56,5.12,1.81,8.50,-22.87,4.25,-7.29,-0.70,-1.40,-15.75,-10.50,20.81,5.19,-10.69,-9.56,-9.10,0.43,2.09,43.69,101.56,-3.12,3.25,1.75,-16.19,stairascent
126.92,-6.84,-0.97,-1.70,-18.37,-7.94,15.25,5.19,-10.69,-9.56,-5.13,0.55,8.23,13.50,-7.56,7.06,8.06,-21.37,6.19,-6.63,-0.94,-1.48,-21.75,-6.87,14.56,5.06,-10.38,-8.75,-8.47,0.48,2.17,36.19,96.37,-5.50,3.25,1.75,-16.19,stairascent
126.95,-6.06,-0.71,-0.77,-26.31,-5.44,16.31,5.06,-10.38,-8.75,-5.42,0.79,8.37,13.88,-3.94,4.12,8.50,-21.75,5.06,-5.93,-0.64,-0.51,-29.19,-3.44,16.06,5.06,-10.38,-8.75,-8.37,1.10,3.28,34.13,87.50,-10.56,5.56,1.37,-16.19,stairascent
126.97,-5.97,-0.61,-0.14,-23.94,2.62,12.31,4.50,-8.50,-8.25,-4.38,1.65,7.81,6.56,-3.56,1.62,8.50,-21.75,5.06,-6.07,-0.57,-0.26,-18.75,5.00,10.25,4.50,-8.50,-8.25,-9.37,-0.22,4.26,29.62,89.06,0.75,6.06,0.69,-14.88,stairascent
127.01,-6.92,-0.37,-0.90,-9.00,8.94,6.37,4.50,-8.50,-8.25,-4.29,0.68,7.84,-8.81,12.56,-10.38,8.50,-21.37,5.06,-7.22,-0.25,-1.18,-6.12,8.44,5.37,4.50,-8.50,-8.25,-8.51,-1.60,3.51,44.13,64.62,-2.94,6.06,0.69,-14.88,stairascent
127.04,-7.95,-0.03,-1.61,-6.50,8.44,2.69,5.56,-8.88,-7.19,-5.38,0.80,8.27,-2.94,23.94,-12.44,8.50,-22.50,5.06,-8.76,0.10,-1.63,-8.69,9.44,2.87,5.56,-8.88,-7.19,-9.15,0.93,2.26,80.31,59.38,-6.37,8.69,0.69,-13.75,stairascent
127.08,-9.87,-0.15,0.12,-8.25,3.25,0.50,5.50,-8.50,-7.69,-4.38,1.14,8.17,0.31,16.94,-8.94,8.50,-22.50,5.06,-9.98,-0.24,0.54,-2.75,-2.44,-2.81,5.50,-8.50,-7.69,-10.13,0.63,2.25,34.75,43.56,-14.69,8.75,0.00,-13.06,stairascent
127.11,-10.18,-0.24,0.30,9.69,-1.81,-8.75,5.50,-8.50,-7.69,-5.26,1.51,8.63,3.25,56.88,-27.00,8.50,-21.37,5.06,-10.53,0.17,-0.17,10.88,1.50,-9.25,5.50,-8.50,-7.69,-11.86,0.35,1.29,17.62,50.81,-9.75,8.75,0.00,-13.06,stairascent
127.14,-11.45,0.26,-0.91,11.44,12.75,-3.81,4.00,-7.06,-6.87,-5.95,0.29,8.46,10.06,59.25,-24.19,8.06,-22.19,5.00,-11.99,0.21,-1.88,9.69,14.69,-3.44,4.00,-7.06,-6.87,-10.40,1.16,-1.85,44.69,38.56,-6.69,9.56,0.00,-11.88,stairascent
127.18,-12.36,0.73,-2.78,-1.25,31.87,-3.81,4.37,-7.19,-7.00,-6.81,0.97,7.80,23.94,31.44,-17.94,8.06,-22.19,5.00,-13.69,1.98,-3.80,-10.06,36.13,-1.94,4.37,-7.19,-7.00,-13.80,2.62,-0.13,58.50,62.19,-9.81,10.00,-0.50,-10.69,stairascent
127.21,-13.47,1.26,-4.41,-33.63,17.44,1.69,4.37,-7.19,-7.00,-5.58,0.26,10.43,49.19,70.31,-9.94,9.56,-22.19,5.50,-12.60,-0.80,-4.26,-42.25,4.56,-2.12,4.37,-7.19,-7.00,-19.76,-4.53,9.70,21.87,41.19,-13.00,10.00,-0.50,-10.69,stairascent
127.24,-13.43,-0.67,-4.09,-32.75,9.69,-14.00,4.37,-7.00,-4.19,-1.68,2.02,10.88,-54.50,208.44,-51.38,10.25,-22.50,5.75,-13.14,-0.41,-4.14,-14.06,10.25,-16.06,4.37,-7.00,-4.19,-16.74,-2.91,11.31,53.44,-43.88,-26.69,10.06,-0.88,-10.69,stairascent
127.27,-11.31,-0.28,-4.38,41.19,10.88,-8.25,4.37,-7.00,-4.19,-6.14,1.43,14.01,-19.75,343.06,-54.06,10.25,-22.50,5.75,-10.22,-0.44,-4.89,64.25,7.69,-5.94,5.50,-7.00,-4.19,-16.24,-2.01,12.09,37.69,-134.87,-27.44,10.06,-0.88,-10.69,stairascent
127.31,-8.39,-1.88,-5.29,78.12,-4.12,-10.50,5.50,-7.00,-4.19,-25.25,6.53,3.79,73.31,342.87,12.38,11.06,-23.25,6.19,-8.41,-2.83,-4.21,67.62,-8.44,-10.56,5.50,-7.00,-4.19,-16.95,4.06,2.30,68.81,-192.62,-27.31,11.25,-0.50,-10.69,stairascent
127.34,-9.79,-2.40,-2.03,30.94,2.19,-14.56,5.69,-6.50,-6.19,-29.87,9.80,13.64,-84.37,148.81,-39.38,11.06,-23.25,6.19,-10.09,-1.97,-1.69,14.06,7.12,-18.62,5.69,-6.50,-6.19,-18.03,5.58,-1.49,-31.12,-176.50,38.94,11.25,0.50,-11.88,stairascent
127.37,-10.28,-0.91,-1.41,10.94,1.56,-23.87,5.69,-6.50,-6.19,-12.73,-7.01,10.53,-47.88,25.81,-129.12,15.50,-24.37,8.19,-10.03,-0.71,-1.57,21.31,-2.62,-24.81,5.37,-5.56,-5.50,-10.51,1.91,-3.55,-44.13,-221.81,21.25,11.25,0.50,-11.88,stairascent
127.40,-8.08,-0.56,-2.13,40.06,-13.31,-26.00,5.37,-5.56,-5.50,-4.95,6.37,10.51,49.81,-60.56,-172.06,18.06,-24.75,5.37,-7.39,-0.68,-2.00,40.38,-16.00,-25.69,5.37,-5.56,-5.50,-10.59,0.48,0.11,-85.37,-186.12,-12.69,9.06,2.00,-11.88,stairascent
127.43,-6.67,-0.86,-0.97,25.50,-9.81,-24.19,4.56,-5.25,-4.69,4.97,6.84,6.24,-26.62,-162.44,-64.06,18.06,-24.75,5.37,-6.75,-0.92,-0.56,18.87,-5.81,-23.00,4.56,-5.25,-4.69,-8.03,-1.06,0.51,-115.12,-163.50,24.31,7.00,2.56,-14.25,stairascent
127.46,-6.48,-1.18,-0.38,18.44,-5.44,-18.94,4.56,-5.25,-4.69,8.65,5.66,1.68,15.00,-151.37,19.56,22.19,-21.37,-0.75,-5.92,-1.73,-0.77,26.25,-4.50,-16.31,4.75,-4.37,-4.06,-4.84,-2.40,-1.59,-76.69,-164.06,26.12,7.00,2.56,-14.25,stairascent
127.50,-5.92,-1.81,-1.25,35.63,-0.62,-13.06,4.75,-4.37,-4.06,4.10,5.71,3.51,56.25,-156.94,65.62,21.06,-17.69,-6.25,-5.79,-1.82,-1.47,37.25,-0.62,-11.69,4.75,-4.37,-4.06,-3.71,0.02,-0.34,-28.44,-125.75,4.81,5.75,6.19,-14.69,stairascent
127.53,-6.08,-1.56,-1.61,39.06,2.31,-12.81,4.69,-5.56,-3.50,2.61,3.50,1.91,69.25,-187.44,97.69,21.06,-17.69,-6.25,-6.89,-1.29,-1.45,38.13,4.37,-12.88,4.69,-5.56,-3.50,-2.75,-1.86,-1.54,-106.12,-112.37,-9.06,4.00,6.19,-14.56,stairascent
127.56,-7.66,-1.11,-1.19,33.50,3.19,-10.00,4.69,-5.56,-3.50,-4.41,-1.86,2.03,88.00,-193.12,103.50,17.69,-17.00,-7.87,-8.41,-1.43,-0.89,24.87,0.56,-9.00,6.19,-4.19,-3.75,-2.68,-3.22,-0.69,-64.19,-84.69,-11.88,4.00,6.19,-14.56,stairascent
127.60,-8.64,-2.00,-0.81,21.94,-1.12,-10.38,6.19,-4.19,-3.75,-7.94,-2.87,0.86,82.06,-188.75,77.37,12.06,-18.87,-9.00,-8.99,-2.38,-0.76,21.69,0.88,-9.38,6.19,-4.19,-3.75,-3.48,1.16,2.07,90.62,-49.50,16.50,2.87,9.50,-14.19,stairascent
127.63,-9.68,-2.57,-0.71,22.06,5.12,-5.62,5.56,-4.75,-3.19,-13.79,-3.39,-0.73,28.69,-127.50,70.06,12.06,-18.87,-9.00,-10.70,-2.75,-0.96,22.37,7.81,-4.00,5.56,-4.75,-3.19,-3.55,3.14,4.35,69.25,-10.63,39.31,1.69,8.69,-14.56,stairascent
127.67,-11.42,-2.79,-1.11,16.87,1.06,-2.75,5.56,-4.75,-3.19,-15.84,-5.60,-4.00,-29.50,-27.44,67.06,8.75,-17.69,-4.25,-12.31,-3.08,-1.08,17.87,-2.06,-2.94,5.75,-4.56,-3.00,-3.72,3.30,2.19,5.25,25.94,54.25,1.69,8.69,-14.56,stairascent
127.70,-12.82,-2.76,-1.09,25.00,-6.62,-1.81,5.75,-4.56,-3.00,-32.25,-29.12,-1.78,-58.69,-10.44,-35.13,9.19,-17.37,-0.50,-12.72,-2.16,-0.97,22.94,-8.75,-0.75,5.75,-4.56,-3.00,-15.56,3.52,18.79,11.38,107.56,16.87,3.19,7.25,-15.38,stairascent
127.73,-11.94,-1.88,-0.96,16.56,-6.19,3.94,5.19,-5.37,-2.75,-3.03,11.27,9.78,11.06,41.44,-11.81,9.19,-17.37,-0.50,-11.88,-2.32,-1.19,8.38,23.81,8.19,5.19,-5.37,-2.75,-12.55,-9.17,9.16,-127.37,84.37,19.37,4.87,6.87,-13.69,stairascent
127.76,-15.05,-2.67,-3.62,3.31,36.44,4.69,5.19,-5.37,-2.75,-6.16,-5.90,6.97,-14.44,5.25,-17.94,10.69,-16.19,1.50,-15.24,-1.47,-6.58,-14.25,9.63,5.81,5.50,-5.75,-1.50,-5.90,1.64,2.42,23.62,74.87,40.19,4.87,6.87,-13.69,stairascent
127.80,-14.23,-1.07,-5.87,-25.19,-12.00,27.00,5.50,-5.75,-1.50,-5.15,2.52,8.85,1.50,-22.31,2.12,11.38,-16.56,0.75,-9.69,-0.85,-2.29,-39.44,-10.25,33.38,5.50,-5.75,-1.50,-13.51,-2.18,4.26,35.13,141.94,22.37,5.50,7.69,-12.38,stairascent
127.83,-7.52,-0.38,-1.53,-65.69,-0.75,30.25,6.69,-4.75,-2.69,-5.10,-0.38,8.66,2.00,-6.69,-0.37,11.38,-16.56,0.75,-7.30,-0.22,-1.87,-65.62,9.25,26.06,6.69,-4.75,-2.69,-10.51,0.79,4.28,26.31,115.25,5.81,7.69,6.56,-10.75,stairascent
127.86,-8.21,-0.51,-3.58,-58.19,14.06,22.87,6.69,-4.75,-2.69,-5.27,0.17,8.28,3.69,-1.62,1.69,11.06,-15.88,1.19,-8.77,-0.66,-3.76,-49.56,11.25,22.00,6.69,-4.75,-2.69,-9.11,1.69,2.80,7.37,104.00,-16.62,7.69,6.56,-10.75,stairascent
127.90,-9.52,-1.03,-2.62,-30.19,4.87,19.44,7.37,-4.56,-0.88,-5.56,0.55,8.20,-0.69,3.19,1.56,11.50,-16.19,1.50,-9.52,-1.03,-2.62,-34.81,3.31,19.37,7.37,-4.56,-0.88,-9.66,1.34,2.36,12.69,113.12,2.44,7.69,6.19,-11.56,stairascent
127.92,-9.31,-0.67,-1.62,-42.50,0.69,19.94,7.37,-4.56,-0.88,-5.36,0.45,8.08,-2.25,-2.56,2.06,11.50,-16.19,1.50,-8.90,-0.46,-1.32,-48.31,-3.62,20.31,6.69,-4.87,0.19,-9.38,0.39,2.37,28.62,123.37,7.06,7.69,6.19,-11.56,stairascent
127.96,-7.88,-0.18,-1.35,-47.19,-5.00,20.31,6.69,-4.87,0.19,-5.15,0.27,8.18,-0.25,1.19,-1.12,10.25,-16.19,1.50,-7.44,-0.28,-1.55,-39.44,0.19,19.56,6.69,-4.87,0.19,-9.61,-0.56,2.13,22.12,110.37,2.00,9.19,6.25,-9.25,stairascent
127.99,-7.21,-0.45,-2.08,-37.13,3.75,19.19,7.87,-3.56,-0.19,-5.18,0.22,8.13,2.12,5.81,-1.81,10.25,-15.88,1.87,-7.19,-0.53,-2.09,-38.38,4.12,20.12,7.87,-3.56,-0.19,-8.91,0.22,1.66,43.13,98.50,-4.50,9.50,6.00,-7.00,stairascent
128.02,-6.67,-0.71,-1.47,-46.88,1.00,18.94,7.87,-3.56,-0.19,-5.09,0.65,8.22,3.12,12.25,-2.19,10.25,-15.88,1.87,-6.46,-0.75,-1.20,-47.75,-2.31,12.56,8.50,-3.25,0.69,-9.02,0.94,2.12,47.13,95.69,-11.00,9.50,6.00,-7.00,stairascent
128.05,-6.44,-0.78,-0.95,-42.75,0.62,9.69,8.50,-3.25,0.69,-5.39,0.26,8.13,2.37,12.88,-4.56,10.25,-15.50,1.06,-6.53,-0.46,-1.20,-34.13,3.06,8.38,8.50,-3.25,0.69,-8.98,0.83,2.80,37.06,100.44,-6.81,10.00,5.56,-6.19,stairascent
128.09,-6.61,-0.46,-1.25,-33.06,4.62,8.69,8.56,-3.06,1.69,-5.64,0.61,8.00,3.37,13.19,-6.56,10.25,-15.50,1.06,-7.06,-0.35,-1.24,-30.94,4.06,8.75,8.56,-3.06,1.69,-8.93,-0.52,2.84,54.69,88.75,-3.81,11.19,5.19,-6.50,stairascent
128.12,-7.80,-0.13,-1.20,-24.12,8.06,9.44,8.56,-3.06,1.69,-5.30,0.36,8.03,6.44,18.19,-5.50,11.75,-16.19,2.25,-9.13,0.15,-1.35,-26.56,9.63,10.31,8.69,-2.56,2.19,-9.64,0.01,1.89,85.87,74.69,-13.00,11.19,5.19,-6.50,stairascent
128.15,-9.84,0.54,-1.48,-30.62,12.88,11.81,8.69,-2.56,2.19,-5.18,0.74,8.50,11.50,19.19,-7.06,11.75,-16.19,1.75,-10.34,0.61,-1.36,-32.00,8.81,11.19,8.69,-2.56,2.19,-9.68,0.80,0.61,104.31,74.75,-15.81,11.69,5.56,-4.56,stairascent
128.18,-10.70,0.82,-1.34,-29.94,-0.44,5.87,8.56,-2.37,2.37,-5.67,0.56,8.07,14.13,16.19,-8.50,11.75,-16.19,1.75,-10.99,0.75,-1.25,-25.31,-2.56,2.00,8.56,-2.37,2.37,-12.21,2.01,1.40,74.94,84.06,-22.87,11.69,5.56,-4.56,stairascent
128.21,-11.37,0.77,-1.43,-18.69,-2.69,-3.37,8.56,-2.37,2.37,-6.13,1.74,8.26,33.81,19.00,-23.62,11.06,-16.19,3.00,-11.63,0.53,-1.38,-13.31,-5.94,-5.00,10.00,-0.50,2.69,-16.43,0.72,7.30,-33.69,35.69,-18.75,12.75,5.19,-4.25,stairascent
128.25,-11.37,-0.65,-3.00,-7.81,-4.56,-6.50,10.00,-0.50,2.69,-3.16,0.49,12.66,33.75,88.37,-33.69,11.75,-16.56,2.69,-11.38,-0.36,-3.96,8.81,5.75,-13.88,10.00,-0.50,2.69,-16.82,-2.98,7.77,-16.12,-15.94,-17.25,12.75,6.00,-1.87,stairascent
